Node1,Node2
23434,30321
23434,31352
23434,64238
23434,55564
23434,93277
23434,66446
23434,50953
23434,41265
23434,13239
23434,14244
23434,25000
98696,22027
98696,71400
98696,74592
81482,91248
81482,10500
81482,92118
81482,38930
81482,52245
81482,85584
81482,18083
81482,94331
81482,64558
81482,52872
81482,93608
81482,65731
81482,47550
81482,82361
81482,48658
81482,80215
21395,99787
21395,73747
21395,79013
21395,81516
21395,30889
21395,40953
21395,37608
21395,23207
21395,53065
21395,18885
21395,55015
21395,61116
21395,70749
21395,24168
21395,99073
21395,30263
21395,86955
21395,27933
21395,40603
21395,71400
21395,49669
21395,11785
21395,56976
21395,82362
21395,60512
21395,86735
21395,96288
21395,24019
21395,79501
21395,42011
21395,47346
21395,80686
21395,33345
21395,17698
21395,30379
21395,48096
21395,18326
21395,96142
21395,72391
21395,24617
21395,33053
21395,22541
21395,75673
21395,34507
21395,55242
21395,38651
21395,42455
21395,20417
21395,93842
21395,17019
21395,16903
21395,20031
21395,60409
21395,79803
21395,39436
21395,77973
21395,21138
21395,28383
21395,51017
21395,24937
21395,63008
21395,25525
21395,58530
21395,88264
21395,30847
21395,43144
21395,56306
21395,37423
21395,20254
21395,96761
87397,79853
87397,81139
87397,44663
87397,84912
87397,75215
87397,88407
87397,62581
87397,54560
87397,63778
87397,50908
87397,86541
87397,10191
87397,82463
87397,71063
87397,74415
87397,71797
87397,20009
87397,37021
65302,25922
14165,50037
14165,41941
14165,48058
14165,56009
14165,21452
14165,41056
14165,25058
14165,11785
14165,88595
14165,99204
14165,47281
14165,78425
14165,82264
14165,76770
14165,95362
14165,26420
14165,69355
14165,75480
14165,82954
14165,69488
14165,87283
14165,76341
14165,68478
14165,12068
14165,28098
14165,77193
14165,61181
14165,70477
14165,70106
14165,46509
14165,72182
14165,87992
14165,24896
14165,52253
14165,44664
14165,90200
14165,47125
13905,93218
13905,58809
13905,70260
13905,70248
13905,47214
13905,93574
13905,29200
13905,28899
13905,40162
13905,55746
13905,99220
13905,11275
13905,24019
13905,37563
13905,91854
13905,23235
13905,57349
13905,89355
13905,93480
13905,81372
13905,58362
13905,94161
13905,61116
13905,63219
13905,62264
13905,25922
13905,58530
13905,34318
13905,59278
13905,89244
13905,81628
13905,91567
13905,89791
13905,70807
13905,67001
13905,14763
13905,61166
13905,59250
13905,33281
13905,96499
13905,72391
13905,80313
13905,88612
13905,86955
13905,20693
22280,71782
22280,52425
22280,64459
22280,20350
22280,73402
38657,62976
38657,19575
38657,62312
38657,43776
38657,76151
38657,24723
38657,18116
38657,77425
38657,54572
38657,87732
38657,75621
38657,67250
38657,32492
38657,27154
38657,77863
38657,34507
40495,77571
40495,93269
40495,12043
40495,82984
40495,86062
40495,42728
40495,39256
40495,71732
40495,28289
40495,34878
40495,22227
40495,51119
40495,72043
40495,18288
40495,25922
40495,91567
76237,49105
76237,65191
88907,42541
88907,69412
88907,18292
88907,83905
88907,94939
88907,74840
88907,77715
88907,25257
88907,67154
88907,13840
88907,92614
88907,12049
88907,67847
13478,58891
13478,52477
13478,89995
13478,54113
13478,49110
13478,65675
13478,23254
13478,70210
13478,63961
13478,55542
13478,64232
13478,96362
13478,93394
13478,73133
13478,79526
13478,40784
13478,78062
13478,88592
13478,62873
13478,80735
13478,35023
13478,34452
13478,46739
13478,25401
13478,75106
13478,19266
13478,41890
13478,13969
13478,69129
13478,85523
13478,72072
13478,27991
13478,19720
13478,23474
13478,59465
13478,93717
13478,38873
13478,16630
13478,43980
13478,65572
13478,88584
13478,58237
13478,76532
13478,81618
13478,89682
83563,75107
83563,75647
83563,81781
36062,24769
36062,86720
36062,80804
36062,24896
36062,47281
36062,75480
81426,83005
81426,93009
81426,13390
81426,31116
81426,86720
81426,71909
81426,95179
81426,60779
81426,19432
81426,35237
81426,15273
81426,35042
64987,86072
64987,69666
64987,44132
64987,14394
64987,15772
38893,24068
38893,47304
38893,67333
38893,64695
38893,19166
38893,67464
68878,81737
68878,69616
68878,95820
68878,65797
87236,87434
87236,78515
87236,65552
87236,47281
46463,20077
46463,69666
46463,19358
46463,71400
46463,91142
46463,29735
46463,98696
46463,74592
46463,73736
46463,79688
46463,99861
46463,58005
46463,94473
46463,61361
10851,48557
10851,24019
10851,29200
10851,13084
10851,96499
10851,52487
10851,97285
30926,95964
65392,57964
65392,16827
65392,73997
65392,46771
65392,74722
65392,57516
65392,43723
65392,43493
65392,75585
65392,89276
65392,67431
54597,47941
54597,85243
54597,54657
54597,71789
54597,78125
54597,72781
46421,78125
46421,57333
46421,13742
46421,27051
46421,30387
46421,57131
46421,95166
46421,11602
46421,79774
30379,47346
30379,80686
30379,86955
30379,23104
30379,19390
30379,19880
30379,64057
30379,97983
30379,21395
30379,94769
30379,51515
30379,94012
30379,92752
30379,96288
30379,80575
30379,53065
30379,18326
30379,30431
30379,10662
30379,34507
38221,17505
38221,29528
38221,56076
38221,23362
38221,27988
38221,95029
38221,50065
38221,88240
54118,70012
54118,65666
54118,63227
54118,94123
54118,16051
54118,82089
54118,51220
54118,70477
54118,80912
54118,44782
54118,15962
54118,43496
54118,95563
54118,26265
54118,11317
54118,99204
54118,51774
54118,82602
54118,33331
54118,76543
54118,37011
54118,44447
54118,55700
54118,89129
54118,71873
54118,78723
54118,98761
54118,23476
54118,16839
54118,89195
54118,62421
54118,29844
54118,56077
54118,44037
23396,13744
23396,99592
23396,69666
22156,88612
22156,99356
22156,84242
22156,47912
59797,43082
59797,28167
59797,26728
59797,24769
59797,74634
59797,42096
59797,94607
59797,87992
59797,25396
59797,49855
59797,14461
59797,99873
59797,80804
22676,55830
22676,53572
22676,56945
22676,59221
22676,89244
22676,29978
22676,35260
22676,37423
22676,15530
22676,30365
22676,35252
22676,56095
22676,49418
22676,72221
22676,88612
22676,75278
57052,43640
57052,70513
57052,89958
57052,19120
57052,77652
57052,85680
57052,49315
57052,33392
57052,21108
57052,42933
57052,91345
57052,40162
57052,34507
57052,52567
57052,72694
55082,38986
55082,38804
55082,98047
55082,57522
55082,10947
55082,41897
55082,66164
55082,21978
89131,96396
89131,56284
89131,62855
89131,49105
89131,99285
89131,22934
89131,75480
89131,28955
89131,92750
89131,44761
89131,83415
44671,49171
15695,92712
15695,41970
70217,36224
70217,69666
70217,91412
70217,85397
70217,32468
80284,21395
80284,55830
80284,93707
80284,18885
80284,53065
80284,40128
26361,29871
26361,59054
26361,61677
26361,86720
26361,24769
26361,86471
26361,42821
26361,14202
26361,15189
26361,33597
26361,82910
26361,46087
26361,11275
26361,47200
26361,93707
26361,36130
26361,56179
26361,18083
26361,65278
26361,52917
26361,34955
26361,34507
26361,90200
26361,55523
26361,49626
26361,40603
26361,26969
26361,56125
26361,91999
26361,71873
59615,28249
59615,86304
59615,52931
59615,88562
59615,31150
59615,42415
59615,78125
59615,98188
59615,95463
59615,16653
59615,45901
59615,66734
59615,73298
59615,38511
59615,59790
59615,80545
59615,90213
59615,42092
59615,57151
59615,55640
59615,67478
59615,85534
20328,89355
20328,20019
20328,25396
20328,64380
20328,65680
20328,59688
20328,65552
20328,55069
20328,25389
20328,43468
20328,58424
20328,12625
20328,36467
20328,69432
20328,81252
20328,60394
20328,47281
20328,60140
20328,45705
20328,58804
20328,10861
20328,35020
20328,95124
20328,86418
20328,69836
20328,91681
20328,19694
20328,48603
20328,35954
20328,15929
20328,91675
20328,80283
20328,44562
20328,37607
20328,52844
20328,60585
20328,77917
20328,28029
20328,42207
20328,42748
20328,49105
20328,24769
20328,80804
20328,69515
20328,86037
20328,45349
20328,14959
20328,67012
20328,42444
20328,26478
20328,25922
20328,15392
20328,97897
20328,71763
20328,11785
20328,86720
20328,65203
20328,71204
20328,74634
20328,45179
20328,95215
20328,76809
20328,72469
20328,95674
20328,96321
20328,87468
20328,68402
20328,54342
20328,79798
20328,49309
20328,87620
20328,93394
20328,18083
20328,52432
20328,99056
20328,75841
20328,24583
20328,49537
20328,72421
20328,83005
20328,21368
20328,37720
20328,55700
20328,30204
20328,21952
20328,56392
20328,87772
20328,96402
20328,80091
20328,10975
20328,67947
20328,76476
20328,28574
20328,82954
20328,49855
20328,80507
20328,11742
20328,45786
20328,69355
20328,11214
20328,77692
20328,87693
20328,94607
20328,40775
20328,69682
20328,11512
20328,60354
20328,52094
20328,87858
20328,11720
20328,82634
20328,14522
20328,64645
20328,15210
20328,34034
20328,91988
20328,59992
82357,59834
48427,84727
48427,93055
48427,67817
48427,73335
48427,66861
92397,40603
92397,37423
92397,21108
91070,49795
91070,34507
91070,39879
91070,28964
91070,52336
91070,31964
91070,42472
91070,64459
91070,75866
91070,29735
91070,49229
91070,71736
91070,44422
91070,21425
57400,11275
57400,24769
57400,49855
57400,74409
57400,82134
57400,87564
57400,91399
57400,53276
57400,90422
57400,43095
85674,68549
85674,83446
85674,74738
85674,97720
35203,44446
35203,10780
35203,23254
35203,67925
35203,19034
35203,17035
35203,82151
35203,63939
35203,89995
35203,70210
35203,26021
35203,13515
35203,71220
35203,60394
35203,43158
35203,20161
35203,71151
35203,14268
35203,60353
35203,23474
35203,33224
35203,76648
35203,91748
35203,69666
35203,98065
35203,30766
35203,93418
35203,52477
35203,92772
35203,64158
35203,14901
35203,76509
35203,85973
19116,55820
19116,27727
19116,48254
19116,69666
16006,74293
16006,90318
16006,69867
16006,59526
96673,57896
96673,26760
96673,86720
96673,34114
96673,60140
96673,69432
96673,64304
96673,62534
96673,25396
96673,85061
96673,85009
96673,16026
96673,55069
96673,22393
96673,87434
96673,92750
96673,26224
96673,99173
96673,65680
96673,66927
96673,26131
96673,69836
96673,81765
96673,15273
96673,14959
96673,76809
96673,48603
96673,79798
96673,94068
96673,21939
96673,54342
96673,86855
96673,28955
96673,51124
96673,36440
96673,54424
96673,52432
96673,22026
96673,58311
96673,67560
96673,99983
96673,66217
96673,10464
96673,13027
96673,63636
96673,86085
96673,29391
96673,15018
96673,68171
96673,59628
96673,28777
96673,28786
96673,75480
96673,29200
96673,52179
96673,99939
96673,45887
96673,42757
96673,98706
96673,52558
96673,50760
96673,77435
96673,99779
96673,88997
96673,73463
96673,38019
96673,54676
39871,41692
39871,20254
39871,85009
39871,75627
39871,40162
39871,69666
39871,66828
39871,79688
39871,47747
39871,69233
39871,88612
39871,59009
39871,28964
39871,49669
39871,26569
39871,49384
39871,99861
47930,88047
47930,97501
47930,81810
47930,12540
47930,62994
47930,67920
20458,88554
40512,28256
40512,40368
40512,33425
40512,27459
40512,95654
40512,84757
40512,99688
40512,71974
40512,38879
40512,63253
23238,57371
23238,36887
23238,88554
23238,34555
59823,24707
59823,76680
59823,26483
59823,44048
59823,98472
59823,77021
59823,90589
46434,73172
46434,31992
46434,79547
46434,70686
46434,94454
46434,77768
46434,52431
46434,70178
46434,51071
46434,44257
93320,70115
93320,92831
93320,13106
93320,42018
93320,10012
93320,64874
57819,25922
57819,34886
57819,99883
31319,53340
31319,59496
31319,83516
31319,58571
31319,63900
31319,69802
31319,18936
31319,39038
31319,31873
31319,20611
31319,40958
31319,38804
31319,27133
31319,66164
31319,85701
31319,57522
31319,21978
31319,84728
31319,23423
31319,41897
31319,49139
31319,84391
31319,74738
31319,13406
31319,65434
31319,97050
31319,67613
31319,42785
58520,57013
58520,96643
58520,39260
58520,30847
58520,60012
58520,70749
58520,24019
58520,90422
58520,83149
58520,34318
58520,55068
58520,98930
58520,39571
58520,82676
58520,37659
58520,37235
58520,65433
58520,14607
58520,49347
58520,53276
58520,41938
58520,32630
58520,15651
58520,73193
58520,81361
58520,37948
37460,27814
97841,73997
44993,60778
44993,32027
44993,70755
44993,96898
44993,45382
44993,48121
44993,49066
44993,32577
44993,51060
99593,38758
99593,23710
99593,89374
99593,42841
99593,35415
99593,78125
99593,13988
99593,87883
99593,73748
99593,77191
94939,38748
94939,42748
94939,33224
94939,83774
94939,14561
94939,88907
94939,71441
94939,86720
94939,59688
19358,69666
19358,29735
89840,64057
93227,87983
93227,85009
93227,55519
93227,73556
93227,21334
93227,59688
93227,22166
93227,52432
93227,79721
93227,70752
93227,90356
32431,75898
32431,21108
42087,57973
31417,66925
31417,86720
31417,78124
31417,25396
31417,88804
31417,81423
31417,45838
31417,59688
31417,70856
31417,64411
70589,40128
70589,54793
70589,48254
70589,14931
70589,36741
70589,49669
70589,63773
70589,98705
70589,55789
70589,23235
70589,58799
70589,57312
70589,40603
70589,84041
70589,83772
70589,26563
70589,22873
70589,85680
70589,73373
70589,96008
59735,69515
59735,89244
59735,58274
59735,69077
59735,89355
45382,42613
45382,90820
45382,71329
45382,70670
45382,34195
45382,56229
45382,18469
45382,54353
45382,39256
45382,69510
45382,73402
45382,65460
45382,57953
45382,31671
45382,67243
45382,32577
45382,44454
45382,26272
45382,70755
45382,90863
45382,96898
45382,77537
45382,41385
45382,89355
93886,69666
93886,35688
83000,47585
83000,67695
83000,72126
83000,25922
38785,40298
38785,13577
38785,61505
38785,22934
38785,18617
38785,55259
38785,47281
38785,48603
38785,27589
38785,83530
38785,67264
38785,15273
38785,95905
38785,99700
38785,12128
38785,43526
99733,99663
99733,14207
99733,72041
99733,35112
99733,79033
99733,57013
99733,25922
99733,15952
99733,56939
99733,62990
99733,77800
99733,77411
99733,54909
99733,57918
99733,75225
99733,45530
99733,78461
99733,38183
99733,10403
99733,85608
99733,70700
99733,41704
99733,52336
99733,73837
99733,91567
99733,85009
99733,99903
99733,65816
99733,29493
99733,50768
99733,75673
99733,21485
52504,23650
52504,28024
52504,20085
52504,28056
52504,27933
52504,28964
52504,42613
52504,28352
52504,60023
52504,36167
52504,43907
52504,88612
52504,41692
52504,27009
52504,64557
52504,17936
17331,21108
17331,97797
17331,29735
17331,88612
40021,76770
40021,63370
40021,92862
40021,99123
40021,86609
40021,25389
40021,78124
40021,17901
40021,24769
40021,12456
40021,45838
40021,82602
40021,94202
40021,13248
40021,87709
40021,94095
40021,59250
40021,26552
40021,50539
40021,80855
40021,51793
40021,10500
40021,64519
40021,41056
40021,99873
40021,61327
40021,11403
40021,42859
40021,96848
40021,20891
40021,70655
40021,80804
40021,79243
14207,28373
14207,91688
14207,52777
14207,25922
14207,57419
14207,57013
14207,39873
14207,72041
14207,43977
14207,99663
14207,63015
14207,13418
14207,48558
14207,77411
14207,57918
14207,77800
14207,39769
14207,13442
14207,76462
14207,75673
14207,79417
51347,74616
51347,32047
51347,73768
51347,33675
51347,24367
51347,36012
51347,80964
51347,73199
51347,74054
51347,37490
51347,80242
51347,23213
62581,84278
62581,17279
62581,82851
62581,29844
62581,47940
62581,73762
62581,47328
62581,18058
62581,55093
62581,76316
62581,11908
62581,58148
62581,79828
62581,44816
62581,33566
62581,45601
62581,75847
62581,47728
62581,22711
62581,31356
62581,69666
45093,36887
18675,15273
37653,31241
37653,80313
37653,17806
37653,54359
84341,22227
84341,89355
84341,45107
84341,33704
84341,85457
51245,93379
51245,24769
51245,26728
51245,69681
51245,87924
51245,48890
51245,39256
37869,82358
95909,90200
95909,28878
95909,55069
95909,60118
95909,66511
95909,24769
95909,94068
95909,47281
95909,85692
95909,65731
95909,11487
95909,99873
95909,91681
61856,39154
61856,69681
61856,43947
94259,64190
94259,94922
94259,58473
94259,82536
94259,17336
94259,88390
70142,30052
70142,78461
70142,29481
70142,32715
70142,16428
70142,37110
70142,35485
70142,79081
70142,62931
70142,61897
70142,22057
70142,80571
70142,82970
70142,87176
70142,61445
70142,97932
70142,88146
70142,18678
70142,82789
70142,66670
70142,24326
70142,18423
70142,93115
70142,99663
70142,90024
70142,13433
70142,66179
70142,60122
70142,74677
70142,17184
70142,45003
70142,26920
70142,90681
70142,99709
70142,46294
70142,43977
70142,90254
70142,89736
70142,11673
70142,40968
28726,13703
28726,25922
28726,79013
28726,29709
44718,25493
44718,21395
44718,94769
28301,91345
28301,33437
28301,37423
28301,69666
42325,24583
42325,40128
83579,56179
83579,69515
83579,23947
83579,74092
83579,14485
83579,40160
83579,80070
83579,61677
83579,95964
83579,80642
83579,43018
83579,51744
83579,31566
83579,15572
83579,76461
83579,69998
83579,34955
83579,62264
83579,82105
83579,39831
83579,84757
83579,94513
83579,93707
83579,75179
83579,18392
83579,82910
83579,99224
83579,16764
83579,56125
83579,72391
83579,85631
83579,73127
83579,61269
83579,53899
83579,73193
83579,76952
83579,57187
83579,35647
83579,51482
83579,84000
83579,60723
83579,69666
83579,32579
83579,40603
83579,88089
83579,54966
80644,34921
80644,88612
80644,25922
44438,28378
86622,93930
86622,67779
86622,36887
86622,85963
86622,86062
86622,68805
86622,93789
86622,59992
86622,49384
66155,12799
66155,51017
66155,71000
66155,22609
66155,93719
66155,18807
66155,11398
86484,98335
86484,45910
86484,90213
86484,71814
86484,53536
62350,27275
57447,93307
57447,27947
57447,21006
57447,22943
57447,97416
57447,21892
57447,77797
57447,39939
57447,45400
57447,69666
57447,75568
57447,69077
57447,32955
57447,68209
57447,78588
57447,23726
57447,91633
57447,13238
57447,96840
57447,49166
57447,66928
57447,36370
57447,63546
57447,98916
57447,32662
57447,81932
57447,44449
38746,28659
38746,14728
38746,48121
38746,52610
38746,28106
38746,53857
38746,45308
38746,64002
38746,49634
28131,96632
28131,85608
28131,57013
28131,15544
28131,45038
76784,81667
76784,87184
76784,18993
76784,31828
76784,48155
76784,83257
76784,25622
76784,54000
76784,38541
76784,52151
76784,88675
76784,30093
76784,14244
76784,40386
76784,34505
76784,13239
76784,10780
76784,68929
76784,86418
76784,80707
76784,38971
76784,36440
76784,57850
76784,52538
76784,22589
76784,42537
76784,23362
76784,20480
76784,94974
76784,86062
76784,14152
76784,28664
76784,22522
76784,89071
76784,50953
76784,36703
76784,31352
76784,11690
76784,56392
76784,37027
76784,66446
76784,31955
76784,38705
76784,36330
76784,57227
76784,89682
76784,30669
76784,67104
76784,61418
76784,83490
76784,64234
76784,51888
76784,45585
76784,92288
76784,80432
76784,96833
76784,10088
76784,22119
76784,61007
76784,49135
76784,92430
76784,98832
76784,43016
74686,73402
74686,40537
74686,94557
21915,85260
21915,86106
21915,96019
21915,68437
21915,11031
21915,43928
21915,91201
21915,52523
21915,27790
21915,11398
21915,28236
21915,85456
21915,20323
21915,60067
21915,82069
21915,58480
21915,73904
21915,44039
21915,12799
21915,93458
21915,50549
21915,40972
21915,30865
21915,34195
21915,69293
21915,79922
21915,75568
21915,88246
16175,57013
16175,10676
16175,83804
16175,58319
16175,41139
16175,40924
16175,55068
16175,93707
16175,61116
16175,98472
16175,65965
16175,45038
16175,36224
16175,77166
16175,77694
16175,61820
16175,53065
16175,56306
16175,49581
16175,54729
24371,97135
24371,21219
24371,12587
24371,77166
24371,98254
24371,85582
24371,85457
24371,45073
24371,99241
24371,48207
24371,30632
24371,72566
24371,41462
24371,86585
30033,68837
30033,26088
30033,58600
30033,26350
30033,36174
99192,59425
99192,39842
65333,25035
65333,63317
65333,54572
65333,82478
65333,33819
65333,67012
65333,46930
65333,55523
65333,99224
65333,65191
65333,47550
65333,99873
65333,88893
65333,29200
65333,81716
65333,78039
65333,36698
65333,87554
65333,59688
65333,80804
65333,90200
65333,11742
65333,47281
88172,80256
88172,55224
88172,50957
88172,85799
18326,21395
18326,25922
18326,47346
18326,42011
18326,19880
18326,99281
18326,60409
18326,21138
18326,20031
18326,79803
18326,89370
18326,76445
18326,75542
18326,59300
18326,94181
18326,38010
18326,45313
18326,42716
18326,42455
18326,21854
60432,99899
60432,34507
60432,72694
60432,73373
60432,26260
60432,60723
60432,14809
60432,81874
60432,64875
60019,71579
60019,22021
60019,75483
60019,51193
60019,19880
60019,21395
60019,99245
60019,77796
60019,10662
60019,30263
60019,15496
60019,93579
60019,45786
60019,15100
60019,24168
60019,51515
60019,25493
60019,88802
60019,87060
60019,94769
60019,48096
60019,59692
60019,88612
88104,64874
71348,40603
71348,22160
71348,66847
71348,77425
71348,19225
71348,71186
71348,25931
71348,10617
71348,27386
71348,87292
71348,15167
79352,45038
42953,67779
42953,78521
42953,65382
11504,93435
11504,30379
11504,66618
11504,84741
11504,59121
11504,44809
11504,63883
11504,62531
11504,99850
11504,46264
11504,67271
11504,17708
99166,45887
99166,18392
99166,90422
99166,98930
99166,38740
99166,54737
99166,98486
99166,29278
99166,22809
99166,89887
99166,52344
99166,93574
99166,72411
99166,41779
99166,56575
99166,15961
99166,21507
99166,32949
99166,11275
99166,28818
99166,70248
99166,59277
99166,71063
99166,73783
99166,79853
99166,28909
99166,83778
99166,59509
99166,96240
99166,22193
99166,84912
99166,71405
99166,17168
99166,67012
99166,80455
99166,61166
99166,82910
99166,27933
99166,11438
99166,99417
99166,32954
99166,51180
99166,23235
99166,61116
99166,82459
99166,81372
99166,20254
99166,71888
99166,69515
99166,34318
99166,34507
99166,71121
25014,21395
25014,88148
25014,39256
99353,44446
99353,46004
99353,85061
99353,58424
99353,75987
99353,22026
80381,98356
80381,26147
80381,18885
80381,43708
44973,27814
44973,86556
44973,20350
94012,66280
94012,13718
94012,47346
94012,36517
94012,42011
94012,40924
94012,53065
94012,96136
94012,66148
94012,73747
94012,33345
94012,43806
94012,15496
94012,19880
94012,17754
94012,80575
94012,48096
94012,93707
94012,24168
94012,25493
94012,23686
94012,97983
94012,46735
94012,44449
94012,21101
94012,24019
94012,66561
94012,71441
94012,11364
54587,58424
54587,49105
54587,69836
54587,27953
54587,25891
54587,47089
54587,28878
54587,96321
54587,64304
54587,86855
54587,96396
54587,25866
54587,24617
54587,50857
54587,13037
24621,74092
24621,96858
24621,43767
24621,95362
48469,69515
48469,39256
48469,25922
48469,59359
30730,48568
30730,15733
30730,21136
30730,41056
30730,11512
30730,89195
30730,17567
30730,70903
30730,47281
30730,26567
30730,24769
30730,92873
30730,41079
30730,66904
30730,15962
69470,60196
69470,61497
69470,22137
69470,40042
69470,59369
69470,51534
69470,89995
69470,68950
69470,49739
69470,54548
69470,93498
69470,25264
69470,76935
69470,98753
69470,95890
69470,78149
69470,57012
69470,32776
10425,44471
10425,47523
10425,50193
10425,87912
75612,87635
75612,40305
75612,85739
75612,60870
75612,57281
75612,33659
75612,75823
75612,43244
75612,78062
75612,52287
75612,34925
75612,13934
75612,24779
75612,70931
75612,49799
75612,75987
75612,57381
75612,33582
75612,12441
75612,41804
75612,76321
75612,33536
75612,36744
75612,27875
75612,75333
75612,45818
75612,75480
75612,58864
75612,59845
75612,48877
75612,48828
75612,44524
75612,77568
33416,46099
33416,99737
33416,11554
33416,13703
33416,46226
33416,76902
33416,87640
33416,60650
33416,40603
33416,27548
33416,26569
33416,85727
33416,96499
33416,78125
33416,42285
33416,99383
33416,49669
76542,97897
76542,23639
76542,12246
76542,15273
76542,22193
76542,43169
76542,15847
76542,95990
23947,69497
23947,41399
23947,80642
23947,61327
23947,42289
23947,84381
23947,61677
23947,95964
23947,29871
23947,47810
23947,91399
23947,24769
23947,43018
23947,83812
23947,59054
23947,33224
23947,99037
23947,80707
23947,22393
23947,89621
23947,53279
23947,49384
23947,86471
23947,86720
23947,69998
23947,21128
23947,31116
23947,29200
23947,34044
23947,55523
23947,10803
23947,76809
23947,83546
23947,76616
23947,63138
23947,39470
23947,33597
23947,30875
23947,47200
23947,46087
23947,80807
23947,14485
23947,79899
23947,24943
23947,84666
23947,98103
23947,71909
23947,56077
23947,74092
23947,35513
23947,15504
23947,51744
23947,79742
23947,75898
23947,94202
23947,93209
23947,59688
23947,11403
23947,66120
23947,77632
23947,91999
23947,49085
23947,40115
23947,94521
23947,99224
23947,10500
23947,41524
23947,49855
23947,85584
23947,35042
23947,37720
23947,65278
23947,76461
23947,51896
23947,71873
23947,14561
23947,74752
23947,69432
23947,63580
23947,11257
23947,35200
23947,58424
23947,11287
23947,44446
23947,36649
23947,54000
23947,69325
23947,71510
23947,60779
23947,33920
23947,44524
23947,62450
23947,46991
23947,94848
23947,14117
23947,90918
23947,11658
23947,66629
23947,64344
23947,18993
23947,12942
23947,70929
23947,85342
23947,61407
23947,67002
23947,24869
23947,82689
23947,77987
23947,36248
91959,26821
91959,51799
91959,22224
91959,36626
91959,92345
91959,79803
91959,60209
91959,71474
91959,77863
93748,90589
93748,74409
93748,15496
93748,21101
93748,37946
93748,20133
93748,43127
93748,61116
93748,27907
93748,99073
93748,22759
93748,10667
93748,64516
93748,81372
89818,21108
89818,94678
30032,40128
59009,89244
59009,27178
31174,24019
31174,44581
31174,24425
31174,33581
31174,44249
31174,27002
31174,84167
31174,34878
